CID,BDATE,GEN
AW00026169,2006-07-03,Female
AW00026170,1980-06-21,Male
AW00026171,1979-02-28,Male
AW00026172,1997-08-23,Female
AW00026173,1990-04-05,Female
AW00026174,1973-11-14,Male
AW00026175,1994-06-15,Male
AW00026176,1989-02-22,Male
AW00026177,1992-08-29,Female
AW00026178,1986-09-23,Female
AW00026179,1997-05-01,Female
AW00026180,1997-09-28,Male
AW00026181,2005-06-29,Male
AW00026182,2000-09-24,Female
AW00026183,1977-03-01,Male
AW00026184,1968-12-06,Male
AW00026185,1986-05-27,Female
AW00026186,1972-11-11,Female
AW00026187,2004-03-02,Male
AW00026188,1970-07-09,Male
AW00026189,1990-11-13,Male
AW00026190,2005-07-02,Male
AW00026191,2005-10-02,Male
AW00026192,1993-03-18,Male
AW00026193,1971-06-03,Male
AW00026194,1992-12-08,Male
AW00026195,1990-12-06,Female
AW00026196,2004-12-17,Male
AW00026197,1980-06-27,Male
AW00026198,1971-07-05,Female
AW00026199,1999-07-06,Male
AW00026200,1980-10-23,Male
AW00026201,2002-08-27,Male
AW00026202,1980-05-23,Female
AW00026203,1978-02-02,Female
AW00026204,1967-10-27,Female
AW00026205,1992-07-09,Male
AW00026206,2001-03-31,Male
AW00026207,1981-06-12,Male
AW00026208,1997-05-07,Female
AW00026209,1998-08-14,Female
AW00026210,1990-12-22,Male
AW00026211,2004-10-05,Female
AW00026212,1976-04-18,Female
AW00026213,1977-09-04,Male
AW00026214,1983-02-01,Female
AW00026215,1995-08-06,Male
AW00026216,1987-09-12,Female
AW00026217,1985-08-14,Male
AW00026218,1969-05-25,Male
AW00026219,1973-06-20,Female
AW00026220,1976-12-13,Male
AW00026221,1989-06-22,Female
AW00026222,1991-10-02,Female
AW00026223,1965-05-30,Male
AW00026224,1975-09-05,Male
AW00026225,1973-08-20,Male
AW00026226,1984-11-07,Female
AW00026227,1974-11-03,Male
AW00026228,2005-03-14,Female
AW00026229,1970-10-21,Female
AW00026230,1990-12-13,Female
AW00026231,1985-08-10,Male
AW00026232,1991-06-13,Male
AW00026233,1950-11-28,Female
AW00026234,1992-09-27,Male
AW00026235,1989-09-24,Female
AW00026236,1989-08-23,Female
AW00026237,1989-02-25,Female
AW00026238,1972-06-22,Female
AW00026239,1966-08-15,Female
AW00026240,1991-05-23,Female
AW00026241,2005-10-04,Male
AW00026242,1969-10-02,Female
AW00026243,1987-01-03,Male
AW00026244,2004-02-01,Male
AW00026245,2007-12-27,Male
AW00026246,2005-03-20,Female
AW00026247,2002-10-29,Female
AW00026248,1996-01-26,Male
AW00026249,1986-02-02,Male
AW00026250,1993-10-16,Male
AW00026251,1970-11-29,Male
AW00026252,1988-12-10,Female
AW00026253,1992-04-18,Male
AW00026254,2000-06-30,Male
AW00026255,1995-12-05,Male
AW00026256,1976-08-03,Male
AW00026257,2000-07-10,Male
AW00026258,1988-03-11,Female
AW00026259,1991-12-27,Male
AW00026260,1985-12-01,Male
AW00026261,1996-04-04,Female
AW00026262,1997-08-21,Female
AW00026263,1982-10-30,Female
AW00026264,1993-04-05,Male
AW00026265,1997-02-05,Female
AW00026266,2002-02-02,Male
AW00026267,2000-11-09,Male
AW00026268,2001-10-21,Male
AW00026269,1987-04-17,Female
AW00026270,1994-08-03,Female
AW00026271,1978-12-05,Female
AW00026272,1991-06-10,Female
AW00026273,1973-04-16,Female
AW00026274,1994-08-06,Female
AW00026275,1993-11-28,Male
AW00026276,1999-12-28,Female
AW00026277,1993-08-30,Female
AW00026278,2000-08-12,Male
AW00026279,1987-12-21,Female
AW00026280,1977-05-16,Male
AW00026281,1965-12-28,Male
AW00026282,1973-06-23,Male
AW00026283,1980-03-04,Male
AW00026284,1990-01-12,Male
AW00026285,2000-05-16,Female
AW00026286,1984-10-30,Male
AW00026287,1971-04-27,Male
AW00026288,2007-10-16,Female
AW00026289,1990-03-21,Male
AW00026290,1974-02-03,Male
AW00026291,2002-10-23,Male
AW00026292,1985-06-21,Female
AW00026293,1983-05-24,Male
AW00026294,1976-07-02,Male
AW00026295,1988-04-28,Female
AW00026296,1984-12-23,Female
AW00026297,2007-05-05,Male
AW00026298,1979-03-27,Female
AW00026299,1978-04-02,Male
AW00026300,1987-12-04,Female
AW00026301,1997-04-25,Male
AW00026302,2002-02-15,Male
AW00026303,1991-09-23,Male
AW00026304,1997-07-02,Female
AW00026305,1993-03-01,Female
AW00026306,1999-11-26,Male
AW00026307,1989-02-16,Male
AW00026308,1989-08-21,Female
AW00026309,1969-07-17,Male
AW00026310,1999-09-24,Female
AW00026311,1982-01-11,Female
AW00026312,1988-02-05,Female
AW00026313,2003-09-05,Male
AW00026314,1998-04-26,Male
AW00026315,1998-06-11,Female
AW00026316,1997-05-28,Female
AW00026317,1979-04-26,Female
AW00026318,1978-10-12,Male
AW00026319,1983-07-09,Male
AW00026320,1985-07-09,Female
AW00026321,1981-08-14,Male
AW00026322,1964-05-23,Male
AW00026323,1988-03-27,Male
AW00026324,1993-02-27,Female
AW00026325,2004-12-26,Male
AW00026326,1982-12-15,Male
AW00026327,1961-11-25,Male
AW00026328,1997-12-16,Male
AW00026329,1997-04-08,Female
AW00026330,1991-08-28,Male
AW00026331,1998-10-02,Female
AW00026332,1985-05-17,Male
AW00026333,1964-02-12,Female
AW00026334,1990-06-22,Male
AW00026335,2005-06-13,Female
AW00026336,1980-05-04,Male
AW00026337,2005-05-01,Female
AW00026338,1994-05-23,Female
AW00026339,1982-06-25,Female
AW00026340,1967-05-20,Female
AW00026341,1971-01-21,Female
AW00026342,1981-02-10,Male
AW00026343,1982-02-26,Female
AW00026344,2003-09-13,Female
AW00026345,1995-07-09,Male
AW00026346,1983-12-24,Male
AW00026347,2005-02-13,Male
AW00026348,1967-07-22,Male
AW00026349,1987-04-28,Male
AW00026350,1983-02-20,Female
AW00026351,1989-11-19,Female
AW00026352,1996-03-21,Female
AW00026353,1992-02-13,Female
AW00026354,1984-01-27,Male
AW00026355,1990-03-02,Male
AW00026356,1984-03-30,Male
AW00026357,1973-03-30,Male
AW00026358,2000-11-27,Male
AW00026359,1992-10-21,Male
AW00026360,1981-07-14,Male
AW00026361,1988-01-25,Female
AW00026362,1997-06-30,Female
AW00026363,1983-05-22,Male
AW00026364,1987-05-20,Female
AW00026365,2005-12-01,Male
AW00026366,1985-06-25,Male
AW00026367,1994-04-17,Male
AW00026368,1984-10-01,Male
AW00026369,1997-12-01,Female
AW00026370,1977-10-15,Female
AW00026371,1997-07-28,Female
AW00026372,1972-10-14,Female
AW00026373,1969-10-05,Female
AW00026374,1986-11-29,Male
AW00026375,1982-08-03,Male
AW00026376,1981-10-24,Male
AW00026377,1997-11-01,Female
AW00026378,1998-01-04,Male
AW00026379,2007-06-30,Female
AW00026380,1992-05-22,Male
AW00026381,1986-08-27,Male
AW00026382,1975-08-16,Male
AW00026383,1998-08-06,Male
AW00026384,1995-04-12,Male
AW00026385,1975-10-18,Male
AW00026386,1985-01-08,Female
AW00026387,1979-10-01,Male
AW00026388,1993-06-09,Male
AW00026389,1968-11-21,Female
AW00026390,1999-09-29,Male
AW00026391,1998-12-28,Female
AW00026392,1997-12-24,Female
AW00026393,1986-12-29,Male
AW00026394,1993-07-03,Female
AW00026395,1975-07-23,Female
AW00026396,1999-09-29,Male
AW00026397,1971-01-26,Male
AW00026398,1966-11-01,Male
AW00026399,1987-11-30,Male
AW00026400,1990-09-25,Female
AW00026401,1994-07-06,Female
AW00026402,2005-06-20,Female
AW00026403,1968-02-03,Male
AW00026404,1998-12-06,Female
AW00026405,1993-10-04,Female
AW00026406,1976-06-04,Female
AW00026407,1971-10-01,Female
AW00026408,1995-02-06,Female
AW00026409,1996-12-01,Female
AW00026410,1973-03-01,Male
AW00026411,1986-05-21,Male
AW00026412,1973-09-18,Female
AW00026413,1995-03-31,Female
AW00026414,2006-10-16,Male
AW00026415,1987-03-22,Female
AW00026416,1979-09-19,Female
AW00026417,1983-03-10,Male
AW00026418,1989-10-20,Male
AW00026419,1983-05-25,Male
AW00026420,1971-11-05,Male
AW00026421,1968-09-14,Female
AW00026422,1982-08-10,Male
AW00026423,1998-09-19,Male
AW00026424,1998-04-25,Female
AW00026425,1977-09-29,Female
AW00026426,1989-11-15,Female
AW00026427,1969-09-01,Female
AW00026428,1985-11-03,Male
AW00026429,1987-10-21,Male
AW00026430,1983-06-30,Female
AW00026431,1990-03-07,Male
AW00026432,1993-10-10,Female
AW00026433,1997-06-06,Male
AW00026434,2007-06-09,Female
AW00026435,1980-05-23,Female
AW00026436,1971-05-03,Female
AW00026437,1980-06-13,Female
AW00026438,1991-06-21,Female
AW00026439,1978-01-23,Male
AW00026440,1973-04-03,Male
AW00026441,2000-08-11,Male
AW00026442,1985-12-16,Female
AW00026443,2000-06-07,Female
AW00026444,1984-07-24,Female
AW00026445,1973-12-26,Male
AW00026446,1998-04-27,Male
AW00026447,2004-11-12,Male
AW00026448,1991-03-27,Female
AW00026449,1993-05-17,Male
AW00026450,1988-06-10,Female
AW00026451,1970-07-25,Female
AW00026452,1985-07-31,Male
AW00026453,2005-06-29,Male
AW00026454,1998-11-06,Male
AW00026455,2005-03-23,Male
AW00026456,1977-04-26,Male
AW00026457,1999-06-25,Female
AW00026458,1971-05-19,Male
AW00026459,2004-01-31,Female
AW00026460,1989-11-09,Female
AW00026461,1976-05-05,Female
AW00026462,2007-11-28,Female
AW00026463,1996-10-02,Female
AW00026464,2000-03-29,Female
AW00026465,2002-10-18,Female
AW00026466,1992-10-27,Male
AW00026467,1998-02-18,Female
AW00026468,1974-04-27,Female
AW00026469,1998-02-06,Female
AW00026470,1980-08-05,Male
AW00026471,1982-12-29,Male
AW00026472,1973-01-23,Male
AW00026473,2007-09-01,Female
AW00026474,2007-08-16,Female
AW00026475,1986-10-12,Female
AW00026476,1976-09-07,Male
AW00026477,1993-11-06,Male
AW00026478,1979-04-26,Female
AW00026479,1979-01-09,Female
AW00026480,1977-03-18,Female
AW00026481,1977-07-23,Male
AW00026482,2006-02-12,Female
AW00026483,2006-06-05,Female
AW00026484,1971-12-10,Male
AW00026485,1980-09-21,Male
AW00026486,1989-01-17,Female
AW00026487,1979-08-09,Male
AW00026488,2001-02-25,Female
AW00026489,1983-06-09,Male
AW00026490,1992-09-23,Male
AW00026491,2007-10-09,Female
AW00026492,2002-12-09,Male
AW00026493,2003-12-22,Male
AW00026494,1980-05-05,Male
AW00026495,1998-02-18,Female
AW00026496,1973-07-07,Female
AW00026497,1991-06-12,Female
AW00026498,1967-11-04,Male
AW00026499,2006-03-11,Female
AW00026500,1966-12-24,Male
AW00026501,1981-04-24,Female
AW00026502,1972-02-04,Female
AW00026503,1980-05-12,Male
AW00026504,1988-12-09,Female
AW00026505,1966-01-30,Female
AW00026506,1992-10-31,Female
AW00026507,1960-01-27,Female
AW00026508,1971-03-03,Male
AW00026509,1995-01-09,Male
AW00026510,1999-03-01,Male
AW00026511,1975-12-20,Male
AW00026512,2002-02-28,Female
AW00026513,1992-11-14,Female
AW00026514,1988-06-04,Male
AW00026515,1989-05-17,Female
AW00026516,1993-08-17,Female
AW00026517,1993-04-28,Female
AW00026518,2007-09-21,Male
AW00026519,2006-05-27,Female
AW00026520,1992-03-29,Female
AW00026521,1988-04-06,Male
AW00026522,1980-07-10,Male
AW00026523,2001-07-04,Female
AW00026524,1982-04-20,Male
AW00026525,1982-08-05,Male
AW00026526,1952-02-17,Male
AW00026527,2004-12-04,Male
AW00026528,1982-05-06,Male
AW00026529,1984-10-12,Female
AW00026530,1996-05-06,Female
AW00026531,1990-12-08,Male
AW00026532,1998-03-08,Female
AW00026533,1978-08-10,Male
AW00026534,1966-07-02,Male
AW00026535,1997-05-27,Female
AW00026536,1990-01-11,Female
AW00026537,1999-07-07,Male
AW00026538,2007-05-18,Male
AW00026539,1991-12-03,Female
AW00026540,1976-03-25,Female
AW00026541,1975-03-17,Female
AW00026542,1988-07-10,Male
AW00026543,1994-10-27,Female
AW00026544,1992-09-11,Female
AW00026545,1979-01-05,Female
AW00026546,1993-11-23,Male
AW00026547,1994-08-10,Female
AW00026548,1962-11-14,Male
AW00026549,1997-01-01,Male
AW00026550,1989-06-03,Male
AW00026551,1977-02-13,Male
AW00026552,2001-09-05,Female
AW00026553,2000-06-20,Female
AW00026554,1969-03-10,Male
AW00026555,1981-09-18,Male
AW00026556,1990-08-17,Male
AW00026557,1982-03-31,Female
AW00026558,1991-07-15,Female
AW00026559,1989-03-13,Male
AW00026560,1981-09-27,Female
AW00026561,1973-02-22,Female
AW00026562,1985-09-29,Male
AW00026563,1995-03-26,Male
AW00026564,1992-10-28,Male
AW00026565,1990-12-08,Male
AW00026566,1977-05-25,Female
AW00026567,1993-05-30,Female
AW00026568,1997-04-09,Female
AW00026569,1977-12-12,Female
AW00026570,1993-07-16,Male
AW00026571,1989-03-14,Female
AW00026572,1992-06-28,Female
AW00026573,1999-11-05,Female
AW00026574,1990-09-02,Male
AW00026575,1990-12-11,Female
AW00026576,1986-07-24,Female
AW00026577,1998-08-17,Female
AW00026578,1987-07-04,Male
AW00026579,1980-08-15,Male
AW00026580,1988-01-13,Female
AW00026581,1993-02-13,Female
AW00026582,2000-11-15,Male
AW00026583,1989-06-18,Male
AW00026584,1980-02-01,Male
AW00026585,1986-09-01,Male
AW00026586,1986-08-13,Female
AW00026587,1981-12-14,Male
AW00026588,1997-04-26,Male
AW00026589,1994-01-19,Female
AW00026590,1976-07-21,Male
AW00026591,1986-12-27,Female
AW00026592,1987-07-01,Female
AW00026593,1983-03-02,Male
AW00026594,1995-09-03,Female
AW00026595,2006-07-19,Female
AW00026596,1990-03-18,Male
AW00026597,1995-12-21,Female
AW00026598,1993-12-16,Male
AW00026599,1965-11-12,Female
AW00026600,1999-04-27,Female
AW00026601,1985-08-19,Male
AW00026602,1999-02-24,Male
AW00026603,1989-06-24,Female
AW00026604,2007-12-23,Female
AW00026605,1989-05-31,Male
AW00026606,1994-07-03,Female
AW00026607,1982-10-03,Female
AW00026608,2000-12-15,Male
AW00026609,1998-09-22,Female
AW00026610,1984-05-02,Female
AW00026611,2003-05-07,Female
AW00026612,2002-02-19,Female
AW00026613,1966-08-30,Female
AW00026614,1973-07-16,Male
AW00026615,1984-11-17,Male
AW00026616,1956-05-07,Male
AW00026617,1992-12-20,Male
AW00026618,1972-02-24,Female
AW00026619,1971-02-20,Male
AW00026620,1986-08-03,Female
AW00026621,2005-03-25,Female
AW00026622,1981-11-17,Female
AW00026623,1974-08-20,Female
AW00026624,1981-03-31,Female
AW00026625,1988-09-27,Female
AW00026626,1985-02-28,Male
AW00026627,2002-03-02,Male
AW00026628,1989-10-22,Male
AW00026629,1984-03-18,Female
AW00026630,1993-12-09,Female
AW00026631,1987-05-15,Male
AW00026632,1979-12-23,Female
AW00026633,1977-11-02,Female
AW00026634,1961-09-28,Male
AW00026635,2007-08-31,Female
AW00026636,1994-04-20,Male
AW00026637,1998-11-03,Male
AW00026638,1986-02-07,Female
AW00026639,1986-10-25,Female
AW00026640,1998-07-10,Male
AW00026641,1982-05-03,Male
AW00026642,1990-02-12,Female
AW00026643,1957-08-04,Male
AW00026644,1985-11-27,Female
AW00026645,1995-07-24,Female
AW00026646,1990-03-21,Female
AW00026647,1975-03-08,Female
AW00026648,1982-09-25,Female
AW00026649,2007-03-30,Female
AW00026650,1953-09-09,Male
AW00026651,1982-07-17,Male
AW00026652,1993-07-26,Male
AW00026653,1990-01-23,Female
AW00026654,1988-06-02,Female
AW00026655,1991-06-02,Male
AW00026656,2006-10-26,Female
AW00026657,1994-03-11,Male
AW00026658,1977-02-17,Male
AW00026659,1984-10-26,Female
AW00026660,1977-04-07,Male
AW00026661,2002-06-06,Female
AW00026662,1992-02-18,Female
AW00026663,1981-09-22,Female
AW00026664,1971-08-03,Female
AW00026665,1978-06-29,Male
AW00026666,1981-05-23,Female
AW00026667,1990-03-31,Female
AW00026668,1970-10-22,Female
AW00026669,1982-08-09,Male
AW00026670,1973-09-15,Male
AW00026671,1982-07-21,Male
AW00026672,1995-07-06,Female
AW00026673,1973-03-26,Male
AW00026674,1992-11-07,Female
AW00026675,1995-09-28,Female
AW00026676,1995-03-26,Female
AW00026677,1987-10-10,Male
AW00026678,1993-07-01,Female
AW00026679,1999-05-26,Male
AW00026680,1993-03-29,Female
AW00026681,1990-02-07,Male
AW00026682,1998-06-16,Male
AW00026683,1982-05-12,Female
AW00026684,1977-06-22,Male
AW00026685,1971-06-23,Male
AW00026686,1976-06-29,Male
AW00026687,1989-02-12,Male
AW00026688,2000-01-28,Female
AW00026689,1974-09-10,Male
AW00026690,1984-12-09,Female
AW00026691,1982-01-22,Female
AW00026692,1995-10-07,Female
AW00026693,1983-04-10,Male
AW00026694,1976-12-20,Male
AW00026695,1992-11-19,Female
AW00026696,1990-07-03,Female
AW00026697,1984-12-31,Male
AW00026698,1982-12-29,Female
AW00026699,1988-04-18,Female
AW00026700,1998-08-11,Female
AW00026701,1989-11-18,Female
AW00026702,1984-11-16,Female
AW00026703,1989-07-18,Male
AW00026704,1998-12-08,Male
AW00026705,1981-06-04,Male
AW00026706,1999-06-08,Female
AW00026707,1987-08-26,Female
AW00026708,1989-05-20,Female
AW00026709,1997-09-05,Female
AW00026710,1978-03-04,Female
AW00026711,2007-12-26,Female
AW00026712,1995-10-11,Female
AW00026713,1991-02-28,Female
AW00026714,1970-05-14,Female
AW00026715,1997-09-19,Female
AW00026716,1963-07-06,Female
AW00026717,1977-06-16,Male
AW00026718,1991-01-24,Male
AW00026719,1998-12-31,Female
AW00026720,2005-03-21,Male
AW00026721,1991-10-25,Female
AW00026722,1979-03-08,Female
AW00026723,1982-07-19,Male
AW00026724,1983-04-15,Female
AW00026725,1989-02-06,Female
AW00026726,1981-09-20,Female
AW00026727,1990-01-20,Male
AW00026728,2002-03-28,Male
AW00026729,1973-09-07,Male
AW00026730,1981-12-19,Female
AW00026731,1978-10-30,Male
AW00026732,1989-10-19,Male
AW00026733,1994-05-28,Male
AW00026734,1985-10-13,Female
AW00026735,1984-02-29,Female
AW00026736,1969-09-21,Female
AW00026737,1988-05-06,Female
AW00026738,1980-05-18,Female
AW00026739,1971-09-12,Male
AW00026740,1988-08-31,Male
AW00026741,1967-07-06,Female
AW00026742,1982-07-13,Male
AW00026743,1994-07-14,Male
AW00026744,2003-04-27,Male
AW00026745,1984-04-16,Female
AW00026746,1986-08-07,Female
AW00026747,1964-09-05,Female
AW00026748,1983-01-14,Female
AW00026749,1967-03-15,Male
AW00026750,1987-01-16,Male
AW00026751,1973-03-27,Female
AW00026752,1959-10-21,Male
AW00026753,1995-08-25,Female
AW00026754,1983-09-15,Female
AW00026755,1980-05-20,Male
AW00026756,2008-03-24,Female
AW00026757,1995-07-19,Male
AW00026758,1998-06-17,Male
AW00026759,1995-06-02,Female
AW00026760,1978-02-26,Female
AW00026761,1973-06-09,Female
AW00026762,1964-12-12,Female
AW00026763,1988-11-26,Male
AW00026764,1979-09-14,Male
AW00026765,1997-09-06,Female
AW00026766,1995-07-12,Female
AW00026767,2004-07-04,Female
AW00026768,1971-07-31,Female
AW00026769,2001-02-03,Female
AW00026770,1984-11-24,Female
AW00026771,2006-12-30,Male
AW00026772,1977-05-22,Female
AW00026773,1977-07-27,Female
AW00026774,1962-04-22,Female
AW00026775,1971-02-11,Female
AW00026776,2000-01-24,Female
AW00026777,2004-09-23,Male
AW00026778,1990-03-15,Female
AW00026779,1996-08-31,Female
AW00026780,1993-02-04,Female
AW00026781,1994-04-24,Female
AW00026782,1970-12-11,Male
AW00026783,1989-03-19,Male
AW00026784,1987-12-07,Male
AW00026785,1969-11-28,Male
AW00026786,1983-01-20,Male
AW00026787,1969-01-05,Male
AW00026788,1975-09-08,Female
AW00026789,2003-09-25,Male
AW00026790,1992-04-05,Female
AW00026791,1994-10-22,Male
AW00026792,1991-12-03,Male
AW00026793,1967-12-05,Male
AW00026794,1985-11-15,Female
AW00026795,2001-07-23,Male
AW00026796,1978-12-07,Male
AW00026797,1977-08-08,Male
AW00026798,1992-01-29,Male
AW00026799,2006-06-10,Male
AW00026800,1989-07-10,Female
AW00026801,1998-02-06,Male
AW00026802,1973-05-16,Male
AW00026803,1982-06-30,Male
AW00026804,1964-03-29,Female
AW00026805,1998-12-15,Female
AW00026806,1994-10-27,Male
AW00026807,1955-03-07,Male
AW00026808,1994-07-13,Female
AW00026809,1977-08-29,Female
AW00026810,1962-01-05,Female
AW00026811,2004-03-18,Female
AW00026812,1995-10-15,Male
AW00026813,1966-10-28,Male
AW00026814,2003-10-07,Male
AW00026815,1983-01-22,Female
AW00026816,2005-07-21,Male
AW00026817,1982-05-15,Male
AW00026818,1984-11-30,Male
AW00026819,1986-11-14,Male
AW00026820,1960-03-10,Female
AW00026821,1994-04-15,Female
AW00026822,1996-07-16,Female
AW00026823,1996-10-11,Female
AW00026824,1973-03-11,Female
AW00026825,1974-03-18,Male
AW00026826,1994-08-10,Female
AW00026827,1976-02-26,Female
AW00026828,1977-08-25,Female
AW00026829,2000-05-26,Female
AW00026830,1990-04-22,Male
AW00026831,1976-10-28,Male
AW00026832,1988-02-12,Female
AW00026833,1988-09-02,Male
AW00026834,1996-11-09,Female
AW00026835,1973-04-28,Male
AW00026836,1996-07-02,Male
AW00026837,2005-08-26,Male
AW00026838,1996-10-17,Female
AW00026839,1981-04-05,Male
AW00026840,1982-09-06,Male
AW00026841,2004-03-18,Male
AW00026842,1990-04-12,Female
AW00026843,1956-01-12,Male
AW00026844,1982-08-06,Female
AW00026845,2007-08-08,Male
AW00026846,1994-08-14,Male
AW00026847,1979-08-24,Male
